fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,quality_category,so2_ratio,acid_alcohol_balance,sugar_acid_ratio
8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6.0,1.0,0.3157894736842105,21.85273159144893,0.2499687539057618
7.4,0.62,0.05,1.9,0.068,24.0,42.0,0.9961,3.42,0.57,11.5,6.0,1.0,0.5581395348837209,18.51851851851852,0.2567220645858667
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,5.0,1.0,0.19444444444444445,24.93438320209974,0.27393507738665934
6.9,0.5,0.04,1.5,0.085,19.0,49.0,0.9958,3.35,0.78,9.5,5.0,1.0,0.38,18.962075848303392,0.217359802927112
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,5.0,1.0,0.19444444444444445,24.93438320209974,0.27393507738665934
7.5,0.52,0.42,2.3,0.087,8.0,38.0,0.9972,3.58,0.61,10.5,6.0,1.0,0.20512820512820512,20.15355086372361,0.30662578322890277
7.0,0.805,0.0,2.5,0.068,7.0,20.0,0.9969,3.48,0.56,9.6,5.0,1.0,0.3333333333333333,11.910669975186103,0.3570918440222825
8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,5.0,1.0,0.23255813953488372,15.548281505728314,0.2726962845131235
8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,5.0,1.0,0.23255813953488372,15.548281505728314,0.2726962845131235
8.9,0.61,0.49,2.0,0.11999999999999998,23.0,110.0,0.9972,3.12,0.9999999999999999,9.3,5.0,1.0,0.2072072072072072,15.220949263502456,0.22469385462307606
7.2,0.73,0.02,2.5,0.076,16.0,42.0,0.9972,3.44,0.52,9.3,5.0,1.0,0.37209302325581395,12.722298221614228,0.3471740036106096
6.8,0.61,0.2,1.8,0.077,11.0,65.0,0.9971,3.54,0.58,9.3,5.0,1.0,0.16666666666666666,15.220949263502456,0.2646669607410675
6.7,0.62,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,6.0,1.0,0.12698412698412698,14.97584541062802,0.28353977018355464
8.9,0.31,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,5.0,1.0,0.3023255813953488,31.189710610932472,0.22469385462307606
7.4,0.39,0.48,2.0,0.082,14.0,67.0,0.9972,3.34,0.55,9.2,5.0,1.0,0.20588235294117646,23.52941176470588,0.2702337521956492
7.7,0.705,0.1,2.6,0.084,9.0,26.0,0.9976,3.39,0.49,9.7,5.0,1.0,0.3333333333333333,13.739376770538243,0.33761849110505127
7.9,0.5,0.33,2.0,0.084,15.0,122.0,0.9968,3.2,0.55,9.5,5.0,1.0,0.12195121951219512,18.962075848303392,0.2531325148715352
7.9,0.49,0.32,1.9,0.082,17.0,122.0,0.9968,3.2,0.55,9.5,5.0,1.0,0.13821138211382114,19.34826883910387,0.24047588912795845
8.2,0.5,0.35,2.9,0.077,21.0,122.0,0.9976,3.23,0.62,9.4,5.0,1.0,0.17073170731707318,18.7624750499002,0.35361541275454217
6.4,0.37,0.25,1.9,0.074,21.0,49.0,0.9974,3.57,0.62,9.8,6.0,1.0,0.42,26.415094339622645,0.29682862052804243
6.8,0.63,0.12,3.6500000000000004,0.099,16.0,122.0,0.9969,3.28,0.61,9.5,5.0,1.0,0.13008130081300814,15.055467511885896,0.5366857815027203
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5.0,1.0,0.2413793103448276,17.6043557168784,0.28943560057887124
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5.0,1.0,0.2413793103448276,17.6043557168784,0.28943560057887124
7.8,0.59,0.33,2.0,0.074,24.0,120.0,0.9968,3.25,0.54,9.4,5.0,1.0,0.19834710743801653,15.905245346869714,0.25637738751442124
7.3,0.58,0.3,2.4,0.074,15.0,55.0,0.9968,3.46,0.59,10.2,5.0,1.0,0.26785714285714285,17.555938037865747,0.32872209286399123
11.5,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,6.0,1.0,0.42857142857142855,33.55481727574751,0.17389792191983305
5.4,0.835,0.08,1.2,0.046,13.0,93.0,0.9924,3.57,0.85,13.0,7.0,2.0,0.13829787234042554,15.550239234449762,0.22218107757822622
6.9,1.0150000000000001,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43,11.4,4.0,0.0,0.375,11.220472440944881,0.3043037240979568
9.6,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,0.82,10.3,7.0,2.0,0.36,32.08722741433022,0.14581814394333925
8.8,0.37,0.48,2.1,0.097,39.0,122.0,0.9975,3.04,0.9999999999999999,9.3,5.0,1.0,0.3170731707317073,25.067385444743937,0.23860924894898308
6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,5.0,1.0,0.32,18.962075848303392,0.22055580061755622
7.0,0.42,0.35,1.6,0.088,16.0,39.0,0.9961,3.34,0.55,9.2,5.0,1.0,0.4,21.85273159144893,0.22853878017426082
7.0,0.43,0.36,1.6,0.089,14.0,37.0,0.99615,3.34,0.56,9.2,6.0,1.0,0.3684210526315789,21.34570765661253,0.22853878017426082
12.349999999999998,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7.0,2.0,0.3103448275862069,35.88039867109635,0.21050927050441265
12.349999999999998,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7.0,2.0,0.3103448275862069,35.88039867109635,0.21050927050441265
7.8,0.57,0.31,1.8,0.069,26.0,120.0,0.99625,3.29,0.53,9.3,5.0,1.0,0.21487603305785125,16.287215411558673,0.23073964876297912
7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,5.0,1.0,0.1875,21.31519274376417,0.34610947314446866
11.0,0.3,0.58,2.1,0.054,7.0,19.0,0.998,3.31,0.88,10.5,7.0,2.0,0.35,34.883720930232556,0.19089173711480775
9.7,0.53,0.6,2.0,0.04000000000000002,5.0,19.0,0.99585,3.3,0.86,12.4,6.0,1.0,0.25,23.35216572504708,0.2061643129574271
8.0,0.725,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,6.0,1.0,0.15873015873015872,13.774104683195592,0.34995625546806647
11.6,0.44,0.64,2.1,0.059,5.0,15.0,0.998,3.21,0.67,10.2,6.0,1.0,0.3125,23.12925170068027,0.18101887768295838
8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,5.0,1.0,0.42424242424242425,17.68826619964974,0.26825996829654924
7.8,0.735,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,6.0,1.0,0.23809523809523808,13.31521739130435,0.30765286501730543
7.0,0.49,0.49,3.6500000000000004,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,5.0,1.0,0.21311475409836064,21.384928716904277,0.5213540922725325
8.7,0.625,0.16,2.0,0.101,13.0,49.0,0.9962,3.14,0.57,11.0,5.0,1.0,0.26,17.57188498402556,0.22985863693828298
8.1,0.725,0.22,2.2,0.072,11.0,41.0,0.9967,3.36,0.55,9.1,5.0,1.0,0.2619047619047619,12.534435261707989,0.27157141093692144
7.5,0.49,0.19,1.9,0.076,10.0,44.0,0.9957,3.39,0.54,9.7,5.0,1.0,0.2222222222222222,19.75560081466395,0.25329956005865883
7.8,0.53,0.33,2.4,0.08,24.0,122.0,0.99655,3.3,0.6,9.5,5.0,1.0,0.1951219512195122,17.890772128060263,0.30765286501730543
7.8,0.34,0.37,2.0,0.082,24.0,58.0,0.9964,3.34,0.59,9.4,6.0,1.0,0.4067796610169492,27.565982404692082,0.25637738751442124
7.4,0.53,0.26,2.0,0.101,16.0,72.0,0.9957,3.15,0.57,9.4,5.0,1.0,0.2191780821917808,17.702448210922785,0.2702337521956492
6.8,0.61,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6,9.5,5.0,1.0,0.45454545454545453,15.548281505728314,0.22055580061755622
8.6,0.645,0.25,2.0,0.083,8.0,28.0,0.99815,3.28,0.6,10.0,6.0,1.0,0.27586206896551724,15.479876160990711,0.23253110103476343
8.4,0.635,0.36,2.0,0.089,15.0,55.0,0.99745,3.31,0.57,10.4,4.0,0.0,0.26785714285714285,16.352201257861637,0.23806689679800025
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6.0,1.0,0.453125,24.361948955916475,0.33761849110505127
8.9,0.59,0.5,2.0,0.11999999999999998,27.0,81.0,0.9964,3.04,0.9999999999999999,9.5,6.0,1.0,0.32926829268292684,16.07445008460237,0.22469385462307606
9.0,0.82,0.14,2.6,0.089,9.0,23.0,0.9984,3.39,0.63,9.8,5.0,1.0,0.375,11.936662606577347,0.28885679368959005
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6.0,1.0,0.453125,24.361948955916475,0.33761849110505127
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,5.0,1.0,0.2631578947368421,21.11324376199616,0.37675699174032745
5.2,0.48,0.04,1.6,0.054,19.0,106.0,0.9927,3.54,0.62,12.2,7.0,2.0,0.17757009345794392,25.363825363825363,0.30763314747164006
8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,6.0,1.0,0.24,25.984251968503937,0.22497187851518563
8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,6.0,1.0,0.3050847457627119,25.87601078167116,0.3293730149394189
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,5.0,1.0,0.2631578947368421,21.11324376199616,0.37675699174032745
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6.0,1.0,0.18421052631578946,8.991008991008991,0.28045360321911966
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6.0,1.0,0.358974358974359,14.263074484944532,0.26385224274406327
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6.0,1.0,0.358974358974359,14.263074484944532,0.26385224274406327
7.2,0.645,0.0,1.9,0.097,15.0,39.0,0.99675,3.37,0.58,9.2,6.0,1.0,0.375,14.241486068111454,0.26385224274406327
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6.0,1.0,0.358974358974359,14.263074484944532,0.26385224274406327
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6.0,1.0,0.18421052631578946,8.991008991008991,0.28045360321911966
8.9,0.635,0.37,1.7,0.11999999999999998,5.0,62.0,0.9971,3.0,0.9999999999999999,9.3,5.0,1.0,0.07936507936507936,14.622641509433963,0.19098977642961465
12.0,0.38,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,6.0,1.0,0.24,28.608923884514436,0.17498541788184319
7.7,0.58,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,6.0,1.0,0.2545454545454545,16.867469879518076,0.2337358784573432
12.349999999999998,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7.0,2.0,0.4,43.60189573459716,0.17812322888834917
12.349999999999998,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7.0,2.0,0.4,43.60189573459716,0.17812322888834917
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6.0,1.0,0.25,14.97730711043873,0.27393507738665934
7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,5.0,1.0,0.3076923076923077,13.95007342143906,0.2675679481763132
8.2,0.6,0.17,2.3,0.072,11.0,73.0,0.9963,3.2,0.45,9.3,5.0,1.0,0.14864864864864866,15.474209650582365,0.28045360321911966
7.7,0.53,0.06,1.7,0.074,9.0,39.0,0.99615,3.35,0.48,9.8,6.0,1.0,0.225,18.455743879472692,0.22075055187637968
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6.0,1.0,0.25,14.97730711043873,0.27393507738665934
10.8,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,6.0,1.0,0.42105263157894735,31.15264797507788,0.14813443199703732
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6.0,1.0,0.45714285714285713,16.472545757071547,0.2534854245880862
11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,5.0,1.0,0.22727272727272727,29.914529914529915,0.27925412125033783
7.7,0.775,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,5.0,1.0,0.09195402298850575,12.242268041237113,0.2467212050383067
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6.0,1.0,0.45714285714285713,16.472545757071547,0.2534854245880862
8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,5.0,1.0,0.14166666666666666,16.287215411558673,0.3999500062492189
9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,5.0,1.0,0.35714285714285715,26.97947214076246,0.2340176576959898
6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,5.0,1.0,0.21052631578947367,13.218390804597702,0.3181336161187699
7.7,0.41,0.76,1.8,0.11999999999999998,8.0,45.0,0.9968,3.06,0.9999999999999999,9.4,5.0,1.0,0.17391304347826086,22.871046228710465,0.2337358784573432
10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,7.0,2.0,0.4117647058823529,33.762057877813504,0.2599740025997401
7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,5.0,1.0,0.391304347826087,28.09667673716012,0.21516263764080493
7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,4.0,0.0,0.17647058823529413,9.631147540983607,0.285673475217826
8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,5.0,1.0,0.2777777777777778,19.193857965451055,0.21247344081989752
7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,5.0,1.0,0.46,25.067385444743937,0.22781926338438171
12.349999999999998,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,5.0,1.0,0.17857142857142858,19.429590017825312,0.1943162496963809
11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,7.0,2.0,0.5454545454545454,39.08045977011494,0.15252944665706297
8.1,0.87,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,4.0,0.0,0.41935483870967744,11.251435132032148,0.4073571164053821
7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,7.5,,0.39473684210526316,36.46723646723647,0.45563852676876343
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.6849999999999996,0.91,9.4,6.0,1.0,0.25,17.375231053604434,0.434719605854224
11.5,0.18,0.51,3.6500000000000004,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6.0,1.0,0.16666666666666666,55.80110497237569,0.31736370750369536
7.9,0.545,0.06,3.6500000000000004,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6.0,1.0,0.43548387096774194,19.597069597069595,0.46196683964055185
11.5,0.18,0.51,3.6500000000000004,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6.0,1.0,0.16666666666666666,55.80110497237569,0.31736370750369536
10.9,0.37,0.58,3.6500000000000004,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,5.0,1.0,0.25757575757575757,27.223719676549866,0.3348316668195579
8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,5.0,1.0,0.2564102564102564,13.128491620111733,0.2856802761576003
7.5,0.65,0.18,3.6500000000000004,0.088,27.0,94.0,0.99915,3.38,0.77,9.4,5.0,1.0,0.28421052631578947,14.439324116743471,0.48660178642847624
7.9,0.545,0.06,3.6500000000000004,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6.0,1.0,0.43548387096774194,19.597069597069595,0.46196683964055185
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.6849999999999996,0.91,9.4,6.0,1.0,0.25,17.375231053604434,0.434719605854224
11.5,0.18,0.51,3.6500000000000004,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6.0,1.0,0.16666666666666666,55.80110497237569,0.31736370750369536
10.3,0.32,0.45,3.6500000000000004,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,7.5,,0.35714285714285715,39.25233644859813,0.3543345306280944
8.9,0.4,0.32,3.6500000000000004,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7.0,2.0,0.20833333333333334,26.18453865336658,0.41006628468711387
11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,6.0,1.0,0.3,35.63218390804598,0.3157617752828699
7.7,0.27,0.68,3.5,0.11999999999999998,5.0,10.0,0.9972,3.25,0.9999999999999999,9.9,7.0,2.0,0.45454545454545453,36.53136531365313,0.4544864303337229
7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,5.0,1.0,0.2222222222222222,17.46641074856046,0.39468490988027893
8.9,0.4,0.32,3.6500000000000004,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7.0,2.0,0.20833333333333334,26.18453865336658,0.41006628468711387
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5.0,1.0,0.4444444444444444,16.58206429780034,0.3433996566003434
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5.0,1.0,0.4444444444444444,16.58206429780034,0.3433996566003434
12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,6.0,1.0,0.5,22.838137472283815,0.16665277893508876
7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6.0,1.0,0.5370370370370371,25.685785536159603,0.39994667377682974
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7.0,2.0,0.4,20.345489443378117,0.28732329617285374
11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5.0,1.0,0.3333333333333333,21.85273159144893,0.2844582363589346
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7.0,2.0,0.4,20.345489443378117,0.28732329617285374
11.0,0.2,0.48,2.0,0.11999999999999998,6.0,18.0,0.9979,3.3,0.71,10.5,5.0,1.0,0.3157894736842105,52.23880597014925,0.181801654395055
10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6.0,1.0,0.3673469387755102,18.693284936479127,0.25959042399769255
6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6.0,1.0,0.29411764705882354,27.977839335180054,0.34777568468337916
12.349999999999998,0.34,0.52,3.2,0.094,17.0,53.0,1.0011875,3.05,0.81,9.5,6.0,1.0,0.3148148148148148,27.859237536656888,0.25908833292850786
10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5.0,1.0,0.17857142857142858,18.962075848303392,0.2314600499953708
10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,5.0,1.0,0.36619718309859156,11.913357400722022,0.2452598811432884
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,5.0,1.0,0.26666666666666666,15.213946117274167,0.2816504717645402
7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,5.0,1.0,0.15625,14.900153609831028,0.31940008332176084
6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71,9.6,5.0,1.0,0.23529411764705882,14.307004470938896,0.3043037240979568
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,6.0,1.0,0.4444444444444444,20.15065913370998,0.3466204506065858
11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,6.0,1.0,0.4375,55.80110497237569,0.13512296189532474
8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,5.0,1.0,0.41379310344827586,14.164305949008499,0.31321527526804
7.4,0.67,0.12,1.6,0.11999999999999998,5.0,21.0,0.996,3.39,0.54,9.5,5.0,1.0,0.22727272727272727,14.157973174366616,0.2161870017565194
8.4,0.65,0.6,2.1,0.112,12.0,90.0,0.9973,3.2,0.52,9.2,5.0,1.0,0.13186813186813187,14.132104454685098,0.24997024163790027
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6.0,1.0,0.23076923076923078,17.51412429378531,0.24269488399184544
7.6,0.62,0.32,2.2,0.082,7.0,54.0,0.9966,3.36,0.52,9.4,5.0,1.0,0.12727272727272726,15.136876006441225,0.28943560057887124
10.3,0.41,0.42,2.4,0.11999999999999998,6.0,14.0,0.9994,3.19,0.62,9.5,6.0,1.0,0.4,23.114355231143552,0.23298708863217163
10.3,0.43,0.44,2.4,0.11999999999999998,5.0,12.0,0.9994,3.19,0.63,9.5,6.0,1.0,0.38461538461538464,22.041763341067284,0.23298708863217163
7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,6.0,1.0,0.2903225806451613,32.64604810996564,0.22969868936630183
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6.0,1.0,0.23076923076923078,17.51412429378531,0.24269488399184544
7.9,0.53,0.24,2.0,0.072,15.0,105.0,0.996,3.27,0.54,9.4,6.0,1.0,0.14150943396226415,17.702448210922785,0.2531325148715352
9.0,0.46,0.31,2.8,0.093,19.0,98.0,0.99815,3.32,0.63,9.5,6.0,1.0,0.1919191919191919,20.607375271149674,0.3110765470503277
8.6,0.47,0.3,3.0,0.076,30.0,122.0,0.9976,3.3,0.53,9.4,5.0,1.0,0.24390243902439024,19.957537154989385,0.3487966515521451
7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,5.0,1.0,0.3561643835616438,30.470914127423825,0.35130387785434397
7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0,6.0,1.0,0.37037037037037035,31.33903133903134,0.35206308970567524
9.6,0.56,0.23,3.4,0.102,37.0,92.0,0.9996,3.3,0.65,10.1,5.0,1.0,0.3978494623655914,18.00356506238859,0.3541297781481096
9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,6.0,1.0,0.4,13.488975356679637,0.302051869596917
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7.0,2.0,0.35,17.39788199697428,0.32649729619426593
9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,6.0,1.0,0.4,13.488975356679637,0.302051869596917
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7.0,2.0,0.35,17.39788199697428,0.32649729619426593
9.3,0.61,0.26,3.4,0.09,25.0,87.0,0.99975,3.24,0.62,9.7,5.0,1.0,0.2840909090909091,15.875613747954173,0.36555209117299214
7.8,0.62,0.05,2.3,0.079,6.0,18.0,0.99735,3.29,0.63,9.3,5.0,1.0,0.3157894736842105,14.97584541062802,0.29483399564158436
10.3,0.59,0.42,2.8,0.09,35.0,73.0,0.999,3.28,0.7,9.5,6.0,1.0,0.47297297297297297,16.07445008460237,0.2718182700708669
10.0,0.49,0.2,3.6500000000000004,0.071,13.0,50.0,1.0011875,3.16,0.69,9.2,6.0,1.0,0.2549019607843137,18.737270875763745,0.3649635036496351
10.0,0.49,0.2,3.6500000000000004,0.071,13.0,50.0,1.0011875,3.16,0.69,9.2,6.0,1.0,0.2549019607843137,18.737270875763745,0.3649635036496351
11.6,0.53,0.66,3.65,0.11999999999999998,6.0,14.0,0.9978,3.05,0.74,11.5,7.0,2.0,0.4,21.657250470809792,0.31462804930609434
10.3,0.44,0.5,3.6500000000000004,0.107,5.0,13.0,0.998,3.28,0.83,11.5,5.0,1.0,0.35714285714285715,26.077097505668934,0.3543345306280944
12.349999999999998,0.27,0.62,2.6,0.082,6.0,21.0,1.0002,3.16,0.67,9.7,6.0,1.0,0.2727272727272727,35.79335793357933,0.21050927050441265
10.7,0.46,0.39,2.0,0.061,7.0,15.0,0.9981,3.18,0.62,9.5,5.0,1.0,0.4375,20.607375271149674,0.18689842070834503
10.2,0.36,0.64,2.9,0.11999999999999998,10.0,41.0,0.998,3.23,0.66,12.5,6.0,1.0,0.23809523809523808,34.62603878116344,0.28428585432800707
10.2,0.36,0.64,2.9,0.11999999999999998,10.0,41.0,0.998,3.23,0.66,12.5,6.0,1.0,0.23809523809523808,34.62603878116344,0.28428585432800707
8.0,0.58,0.28,3.2,0.066,21.0,114.0,0.9973,3.22,0.54,9.4,6.0,1.0,0.1826086956521739,16.179001721170398,0.3999500062492189
8.4,0.56,0.08,2.1,0.105,16.0,44.0,0.9958,3.13,0.52,11.0,5.0,1.0,0.35555555555555557,19.6078431372549,0.24997024163790027
7.9,0.65,0.01,2.5,0.078,17.0,38.0,0.9963,3.34,0.74,11.7,7.0,2.0,0.4358974358974359,17.972350230414744,0.31641564358941904
11.9,0.695,0.53,3.4,0.11999999999999998,7.0,21.0,0.9992,3.17,0.84,12.2,7.0,2.0,0.3181818181818182,17.52873563218391,0.2856902781278884
8.9,0.43,0.45,1.9,0.052,6.0,16.0,0.9948,3.35,0.7,12.5,6.0,1.0,0.35294117647058826,29.00232018561485,0.21345916189192224
7.8,0.43,0.32,2.8,0.08,29.0,58.0,0.9974,3.31,0.64,10.3,5.0,1.0,0.4915254237288136,23.897911832946637,0.3589283425201897
12.349999999999998,0.49,0.58,3.0,0.103,28.0,99.0,1.0008,3.16,0.9999999999999999,11.5,6.0,1.0,0.28,23.421588594704684,0.24289531212047613
12.349999999999998,0.28,0.54,2.3,0.082,12.0,29.0,0.9997,3.11,0.9999999999999999,9.8,7.0,2.0,0.4,34.87544483985765,0.18621973929236502
12.2,0.34,0.5,2.4,0.066,10.0,21.0,1.0,3.12,0.9999999999999999,9.2,6.0,1.0,0.45454545454545453,26.97947214076246,0.19670518809933613
10.6,0.42,0.48,2.7,0.065,5.0,18.0,0.9972,3.21,0.87,11.3,6.0,1.0,0.2631578947368421,26.840855106888363,0.25469295349495336
10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,6.0,1.0,0.4,25.06393861892583,0.16512246582882306
10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,6.0,1.0,0.4,25.06393861892583,0.16512246582882306
11.9,0.57,0.5,2.6,0.082,6.0,32.0,1.0006,3.12,0.78,10.7,6.0,1.0,0.18181818181818182,18.739054290718038,0.21846903621544408
7.0,0.685,0.0,1.9,0.067,40.0,63.0,0.9979,3.6,0.81,9.9,5.0,1.0,0.625,14.43148688046647,0.2713898014569347
6.6,0.815,0.02,2.7,0.072,17.0,34.0,0.9955,3.58,0.89,12.3,7.0,2.0,0.4857142857142857,15.073529411764708,0.409028935009847
